Nome,Descricao,Estrelas,Forks,Ultima_Atualizacao,Linguagem_Principal,URL
beta-binomial-fitting,,6,0,2023-03-29T17:01:43Z,,https://github.com/google/beta-binomial-fitting
bevy_skybox_cubemap,,17,5,2024-04-05T18:48:04Z,Rust,https://github.com/google/bevy_skybox_cubemap
bgu,,152,50,2025-04-27T10:46:03Z,C++,https://github.com/google/bgu
bi-tempered-loss,Robust Bi-Tempered Logistic Loss Based on Bregman Divergences. https://arxiv.org/pdf/1906.03361.pdf,148,27,2024-12-23T08:01:15Z,Python,https://github.com/google/bi-tempered-loss
BIG-bench,Beyond the Imitation Game collaborative benchmark for measuring and extrapolating the capabilities of language models,3069,608,2025-06-25T02:22:15Z,Python,https://github.com/google/BIG-bench
bigspicy,,41,10,2025-04-14T08:43:12Z,Python,https://github.com/google/bigspicy
bigwheels,"BigWheels is a cross-platform, API agnostic framework to build graphics applications.",98,39,2025-06-23T19:29:15Z,C++,https://github.com/google/bigwheels
bindiff,Quickly find differences and similarities in disassembled code,2591,173,2025-06-24T11:43:30Z,Java,https://github.com/google/bindiff
binexport,Export disassemblies into Protocol Buffers,1112,220,2025-06-23T11:11:08Z,C++,https://github.com/google/binexport
binja-hexagon,,114,22,2025-06-19T12:42:20Z,Python,https://github.com/google/binja-hexagon
binnavi,"BinNavi is a binary analysis IDE that allows to inspect, navigate, edit and annotate control flow graphs and call graphs of disassembled code.",2885,455,2025-06-25T09:27:39Z,Java,https://github.com/google/binnavi
binplist,Binary property list (plist) parser,51,24,2025-06-19T12:42:26Z,Python,https://github.com/google/binplist
bitutils,scripts to ease working with binary numbers,16,7,2024-10-25T12:33:35Z,Python,https://github.com/google/bitutils
biva,,6,1,2025-02-23T19:14:45Z,C++,https://github.com/google/biva
blkcgroup,Automatically exported from code.google.com/p/blkcgroup,11,10,2024-10-25T12:28:37Z,Python,https://github.com/google/blkcgroup
bloaty,Bloaty: a size profiler for binaries,5086,357,2025-06-25T10:30:05Z,C++,https://github.com/google/bloaty
blockbuster,,5,6,2024-10-25T12:03:39Z,Python,https://github.com/google/blockbuster
blockly,The web-based visual programming editor.,12961,3775,2025-06-25T14:30:24Z,TypeScript,https://github.com/google/blockly
blockly-android,Blockly for Android,677,212,2025-05-19T23:51:19Z,Java,https://github.com/google/blockly-android
blockly-devtools,Tools for Blockly app developers to help build custom blocks.,60,31,2024-11-02T23:52:16Z,JavaScript,https://github.com/google/blockly-devtools
blockly-experimental,,8,11,2025-05-06T03:08:19Z,JavaScript,https://github.com/google/blockly-experimental
blockly-games,Games for tomorrow's programmers.,1323,619,2025-06-12T05:34:06Z,JavaScript,https://github.com/google/blockly-games
blockly-ios,Blockly for iOS,406,107,2025-05-25T11:54:32Z,Swift,https://github.com/google/blockly-ios
blockly-keyboard-experimentation,,15,12,2025-06-24T23:17:25Z,TypeScript,https://github.com/google/blockly-keyboard-experimentation
blockly-repo,,10,5,2025-02-06T15:59:11Z,,https://github.com/google/blockly-repo
blockly-samples,"Plugins, codelabs, and examples related to the Blockly library.",899,652,2025-06-25T14:30:22Z,JavaScript,https://github.com/google/blockly-samples
blockly-tools,tools for developing Blockly,17,16,2024-10-25T12:20:52Z,Shell,https://github.com/google/blockly-tools
blue-green-deployment-controller,A basic blue-green deployment custom controller,53,14,2024-10-25T12:28:28Z,Go,https://github.com/google/blue-green-deployment-controller
blueprint,,352,81,2025-05-23T08:31:45Z,Go,https://github.com/google/blueprint
bluesky-watchface,,11,4,2023-03-29T17:01:52Z,C,https://github.com/google/bluesky-watchface
bocado,,9,11,2024-11-26T08:43:36Z,Python,https://github.com/google/bocado
bongo,,23,8,2025-01-06T16:35:30Z,Rust,https://github.com/google/bongo
bookbot-navigation,,12,11,2024-10-25T12:25:58Z,C++,https://github.com/google/bookbot-navigation
boringssl,Mirror of BoringSSL,1951,819,2025-06-25T03:57:02Z,C++,https://github.com/google/boringssl
bottery,,3291,149,2025-05-28T06:56:47Z,JavaScript,https://github.com/google/bottery
bottlerocket,,109,25,2024-12-18T19:41:16Z,Scala,https://github.com/google/bottlerocket
boundedwait,,7,5,2024-10-25T12:24:14Z,Go,https://github.com/google/boundedwait
box2d.dart,A Dart port of Java's Box2D libraries.,118,35,2025-06-04T06:11:46Z,Dart,https://github.com/google/box2d.dart
brailleback,,33,23,2024-10-25T12:13:50Z,Java,https://github.com/google/brailleback
brain-tokyo-workshop,🧠🗼,1271,338,2025-06-19T07:28:18Z,Jupyter Notebook,https://github.com/google/brain-tokyo-workshop
brain_autorl,,53,9,2025-04-19T12:29:34Z,Python,https://github.com/google/brain_autorl
brandometer,,10,7,2024-10-25T11:40:02Z,Python,https://github.com/google/brandometer
brax,Massively parallel rigidbody physics simulation on accelerator hardware.,2730,295,2025-06-25T12:36:08Z,Jupyter Notebook,https://github.com/google/brax
breadboard,C++ graph based event system,120,22,2025-01-23T10:54:41Z,C++,https://github.com/google/breadboard
break-a-scene,"Official implementation for ""Break-A-Scene: Extracting Multiple Concepts from a Single Image"" [SIGGRAPH Asia 2023]",521,26,2025-06-16T07:59:05Z,Python,https://github.com/google/break-a-scene
breakpad,Mirror of Google Breakpad project,2767,761,2025-06-24T08:26:07Z,C++,https://github.com/google/breakpad
briolette,Briolette is an experimental framework for researching offline digital currency designs.,63,11,2025-04-15T20:46:52Z,Rust,https://github.com/google/briolette
broken-dns,,19,5,2025-02-07T07:45:28Z,Go,https://github.com/google/broken-dns
brotli,Brotli compression format,14135,1275,2025-06-25T09:45:51Z,TypeScript,https://github.com/google/brotli
brotli-wheels,Brotli wheels,10,10,2024-11-28T16:33:14Z,,https://github.com/google/brotli-wheels
brunsli,Practical JPEG Repacker,743,51,2025-05-31T14:45:22Z,C++,https://github.com/google/brunsli
bsynth,,20,7,2025-05-20T14:17:13Z,C++,https://github.com/google/bsynth
bt-navi-tests,,4,2,2025-06-17T16:12:06Z,Python,https://github.com/google/bt-navi-tests
bt-test-interfaces,,14,8,2025-03-28T16:07:50Z,Python,https://github.com/google/bt-test-interfaces
btls,BoringSSL-backed TLS and cryptography library for Haskell,15,11,2024-12-08T15:36:10Z,Haskell,https://github.com/google/btls
btree,"BTree provides a simple, ordered, in-memory data structure for Go programs.",4087,422,2025-06-23T14:14:37Z,Go,https://github.com/google/btree
BucketServer,"Serve GCS Bucket content anonymously from Windows, Linux and MacOS",7,8,2024-10-25T12:29:47Z,Go,https://github.com/google/BucketServer
budget-protector,,5,0,2024-10-25T12:02:25Z,JavaScript,https://github.com/google/budget-protector
budou,"Budou is an automatic organizer tool for beautiful line breaking in CJK (Chinese, Japanese, and Korean).",1175,55,2025-06-24T21:15:44Z,Python,https://github.com/google/budou
budoux,,1502,36,2025-06-25T02:25:15Z,Python,https://github.com/google/budoux
budoux-extension,Chrome extension that applies phrase-based line breaking and visible phrase boundaries to the current page.,15,8,2025-06-19T08:56:35Z,TypeScript,https://github.com/google/budoux-extension
budoux-illustrator-script,,20,2,2024-10-25T11:31:40Z,TypeScript,https://github.com/google/budoux-illustrator-script
bughunters,,53,18,2025-06-15T06:56:54Z,,https://github.com/google/bughunters
build-debian-cloud,Script to create Debian Squeeze & Wheezy Amazon Machine Images (AMIs) and Google Compute Engine images,35,22,2024-07-18T09:42:18Z,Shell,https://github.com/google/build-debian-cloud
building-secure-and-reliable-systems,"This repository contains the content of the book ""Building Secure and Reliable Systems"" by Heather Adkins, Betsy Beyer, Paul Blankinship, Piotr Lewandowski, Ana Oprea, and Adam Stubblefield. Google wrote this book aiming to share knowledge about our experience in building secure systems at scale. This is not an officially supported Google product.",108,17,2025-06-23T18:50:15Z,HTML,https://github.com/google/building-secure-and-reliable-systems
built_collection.dart,Immutable Dart collections via the builder pattern.,280,53,2025-06-24T15:19:59Z,Dart,https://github.com/google/built_collection.dart
built_json.dart,"Deleted, use built_value instead.",19,10,2023-03-29T17:02:02Z,,https://github.com/google/built_json.dart
built_value.dart,"Immutable value types, enum classes, and serialization.",877,189,2025-06-24T15:20:07Z,Dart,https://github.com/google/built_value.dart
bulk-actions-framework,,1,1,2025-04-01T18:43:55Z,Apex,https://github.com/google/bulk-actions-framework
bulkan,,7,8,2024-10-25T11:33:47Z,TypeScript,https://github.com/google/bulkan
bulkdozer,,12,6,2024-10-11T19:56:25Z,JavaScript,https://github.com/google/bulkdozer
bulk_fhir_tools,"Examples, libraries, and tools for working with bulk FHIR data.",62,9,2025-06-05T18:03:44Z,Go,https://github.com/google/bulk_fhir_tools
bumble,,367,93,2025-06-25T06:52:17Z,Python,https://github.com/google/bumble
bundletool,Bundletool is a command-line tool to manipulate Android App Bundles,3749,402,2025-06-22T15:22:06Z,Java,https://github.com/google/bundletool
burst-denoising,,248,58,2025-06-16T12:26:58Z,Python,https://github.com/google/burst-denoising
business_intelligence_group,,14,2,2025-04-11T04:06:21Z,Jupyter Notebook,https://github.com/google/business_intelligence_group
butteraugli,butteraugli estimates the psychovisual difference between two images,1985,139,2025-05-30T11:14:43Z,C++,https://github.com/google/butteraugli
buzzer,,452,36,2025-06-24T11:30:00Z,Go,https://github.com/google/buzzer
byterun,A Python implementation of a Python bytecode runner,16,10,2025-05-07T05:27:38Z,Python,https://github.com/google/byterun
bzip2-rpc,Experiments in converting bzip2 API to be RPC-based,14,16,2023-04-19T02:31:06Z,C,https://github.com/google/bzip2-rpc
cabal2bazel,Haskell Bazel rules and cabal2bazel import tool.,42,6,2024-10-25T12:13:00Z,Starlark,https://github.com/google/cabal2bazel
cabbie,A client side tool for managing the installation of Microsoft Windows updates on a device.,94,20,2025-05-21T14:43:15Z,Go,https://github.com/google/cabbie
cadvisor,Analyzes resource usage and performance characteristics of running containers.,18072,2378,2025-06-25T09:26:56Z,Go,https://github.com/google/cadvisor
cad_campaign_anomaly_detector,,10,2,2025-04-17T09:40:15Z,JavaScript,https://github.com/google/cad_campaign_anomaly_detector
cairn,,4,3,2025-01-25T05:22:21Z,C++,https://github.com/google/cairn
calblink,Blink(1) monitor for Google Calendar,44,14,2025-01-23T00:03:28Z,Go,https://github.com/google/calblink
calenviroscreen,,8,5,2023-03-29T17:02:07Z,R,https://github.com/google/calenviroscreen
caliban,"Research workflows made easy, locally and in the Cloud.",500,68,2025-06-08T19:54:57Z,Python,https://github.com/google/caliban
caliper,Micro-benchmarking library for Java,817,108,2025-06-05T08:29:52Z,Java,https://github.com/google/caliper
CallBuilder,Make a Java builder by defining one function.,106,24,2024-10-25T12:32:14Z,Java,https://github.com/google/CallBuilder
calliope-paper-robot,This open source project provides an easy to build and easy to setup paper robot for the Calliope Mini board. ,10,3,2023-12-01T12:53:45Z,,https://github.com/google/calliope-paper-robot
cameraraw,,26,13,2024-09-19T19:01:53Z,Go,https://github.com/google/cameraraw
cameratrapai,AI models trained by Google to classify species in images from motion-triggered widlife cameras.,313,30,2025-06-24T17:00:39Z,Jupyter Notebook,https://github.com/google/cameratrapai
cameraview,[DEPRECATED] Easily integrate Camera features into your Android app,4731,1028,2025-06-25T09:28:20Z,Java,https://github.com/google/cameraview
campaign-manager-bulk-uploader,Reference implementation of a Python and Angular application utilizing the Campaign Manager API to do ad trafficking.,10,10,2024-10-25T12:23:20Z,Python,https://github.com/google/campaign-manager-bulk-uploader
canvas-5-polyfill,HTML 5 Canvas Polyfill,194,46,2025-03-21T09:26:08Z,JavaScript,https://github.com/google/canvas-5-polyfill
cap-library,Common Alerting Protocol Library,86,26,2025-03-04T03:17:38Z,HTML,https://github.com/google/cap-library
capillary,Capillary is a library to simplify the sending of end-to-end encrypted push messages from Java-based application servers to Android clients.,498,41,2025-05-11T18:11:46Z,Java,https://github.com/google/capillary
capirca,Multi-platform ACL generation system,811,208,2025-06-22T22:43:31Z,Python,https://github.com/google/capirca
capsicum-linux,Linux kernel with Capsicum support,206,38,2024-12-14T18:59:21Z,C,https://github.com/google/capsicum-linux
capsicum-man-pages,Man page updates for Capsicum on Linux,10,3,2023-03-29T17:02:11Z,Groff,https://github.com/google/capsicum-man-pages
capsicum-test,Test suite for Capsicum,44,21,2025-04-24T16:02:22Z,C++,https://github.com/google/capsicum-test
capslock,,923,31,2025-06-25T14:50:07Z,Go,https://github.com/google/capslock
capture-thread,"Lock-free framework for loggers, tracers, and mockers in multithreaded C++ programs.",100,29,2024-10-25T12:32:50Z,C++,https://github.com/google/capture-thread
carfac,Cascade of Asymmetric Resonators with Fast-Acting Compression (CARFAC) cochlear model.,125,45,2025-06-16T20:46:09Z,Jupyter Notebook,https://github.com/google/carfac
cargo-raze,Generate Bazel BUILD from Cargo dependencies!,482,105,2025-06-19T19:40:31Z,Rust,https://github.com/google/cargo-raze
cartoonset,Code for the Cartoon Set webpage. ,15,12,2025-05-12T02:22:34Z,HTML,https://github.com/google/cartoonset
casa-android,A framework to bootstrap the creation of catalog samples apps by removing all the boilerplate and dynamically including all available samples into a single activity.,269,15,2025-04-09T01:13:17Z,Kotlin,https://github.com/google/casa-android
casfs,"Content-addressable storage, implemented over pyfilesystem2.",17,5,2024-12-04T00:35:15Z,Python,https://github.com/google/casfs
cassowary.dart,Cassowary constraint solving algorithm in Dart,42,15,2025-05-21T10:37:45Z,Dart,https://github.com/google/cassowary.dart
cast-moderator-centipede,Automate Cast Moderator Google TV setup,10,0,2023-11-12T07:28:57Z,C++,https://github.com/google/cast-moderator-centipede
categorybuilder,,98,23,2024-11-27T16:11:49Z,Python,https://github.com/google/categorybuilder
catnip,Catnip Sandbox,26,10,2024-10-25T12:32:15Z,Python,https://github.com/google/catnip
cauliflowervest,"App Engine-based escrow solution for enterprise management of disk encryption technologies for OS X (FileVault 2), Windows (BitLocker), and Linux (LUKS).",278,47,2025-04-01T14:21:00Z,Python,https://github.com/google/cauliflowervest
causal-panel-synthetic-data,,10,13,2024-10-25T12:18:29Z,R,https://github.com/google/causal-panel-synthetic-data
